# taken-at: 70d9581 (s365, full --all run, gen v2-118, timeouts registry active)
# This is the CURRENT state.  baselines/perl-suite-run.tsv is left as the v1-era BAR
# that #254 measures against — do not confuse the two.
# Headline: 88 OK files (bar 87); io/through.t 942/0 OK; op/while.t 20/6 (bar
# 11/4 TIMEOUT); op/attrproto.t 17/28 = bar.  Whole-run PCL row totals are NOT
# comparable across runs: the uni/re giants swing with per-file TIMEOUTs and
# with Storable being unavailable, which is why the sweep gate — not this file
# — is the regression signal.
# file  P_ok  P_notok  C_ok  C_notok  status  sig   [P=PERL, C=PCL]
# NOTAP = PERL produced no TAP (row not comparable; says nothing bad about PCL)
# XDIFF = expected divergence, baselines/perl-suite-expected.tsv (a blessed not-supported.md gap)
# FIXTURE = harness artifact, baselines/perl-suite-fixture.tsv (the MEASUREMENT differs, not PCL)
# NOT-RUN with QUARANTINED = deliberately not run this session; UNMEASURED, never passing
mro/basic_03_c3_utf8.t	4	0	0	1	XDIFF	crash:simple-error: Can't locate object method "ᴼ_or_Ḋ" via package "텟ţ::ଅ" at - line N. | not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_03_dfs.t	4	0	0	1	XDIFF	crash:simple-error: Can't locate object method "O_or_D" via package "Test::A" at - line N. | not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_03_dfs_utf8.t	4	0	0	1	XDIFF	crash:simple-error: Can't locate object method "ᴼ_or_Ḋ" via package "텟ţ::ଅ" at - line N. | not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_04_c3.t	1	0	0	1	XDIFF	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_04_c3_utf8.t	1	0	0	1	XDIFF	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_04_dfs.t	1	0	0	1	XDIFF	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_04_dfs_utf8.t	1	0	0	1	XDIFF	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_05_c3.t	2	0	0	1	XDIFF	crash:simple-error: No SUPER::foo found from Diamond_D | not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_05_c3_utf8.t	2	0	0	1	XDIFF	crash:simple-error: Can't locate object method "ᕘ" via package "Ｄiᚪၚd_D" at - line N. | not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_05_dfs.t	2	0	0	1	XDIFF	crash:simple-error: No SUPER::foo found from Diamond_D | not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_05_dfs_utf8.t	2	0	0	1	XDIFF	crash:simple-error: Can't locate object method "ᕘ" via package "Ｄiᚪၚd_D" at - line N. | not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/basic_utf8.t	53	0	10	10	XDIFF	crash:simple-error: Can't locate object method "new" via package "DESTROY_MRO_Ｄჷ및" (perhaps you forgot t | not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/c3_with_overload.t	7	0	7	0	OK	
mro/c3_with_overload_utf8.t	7	0	7	0	OK	
mro/complex_c3.t	12	0	11	0	XDIFF	crash:simple-error: Can't locate object method "method" via package "next" (perhaps you forgot to load "next"? | not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/complex_c3_utf8.t	12	0	11	0	XDIFF	crash:simple-error: Can't locate object method "method" via package "next" (perhaps you forgot to load "next"? | not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/complex_dfs.t	11	0	9	2	XDIFF	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/complex_dfs_utf8.t	11	0	9	2	XDIFF	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/dbic_c3.t	1	0	1	0	OK	
mro/dbic_c3_utf8.t	1	0	1	0	OK	
mro/dbic_dfs.t	1	0	0	1	XDIFF	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/dbic_dfs_utf8.t	1	0	0	1	XDIFF	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/inconsistent_c3.t	1	0	0	1	DIFF	NOT fully registered: 1 unregistered diverging row(s): ... got the right error with an inconsistent hierarchy | not-supported.md §mro + §error-text — C3 merge-failure error wording differs
mro/inconsistent_c3_utf8.t	1	0	1	0	STALE	expected-divergence row now PASSES — remove it from baselines/perl-suite-expected.tsv
mro/isa_aliases.t	13	0	10	3	XDIFF	not-supported.md §symbol-table hashes — *Foo:: = *Bar:: package aliasing (stash writes)
mro/isa_aliases_utf8.t	12	0	10	2	XDIFF	not-supported.md §symbol-table hashes — *Foo:: = *Bar:: package aliasing (stash writes, utf8)
mro/isa_c3.t	35	0	22	13	XDIFF	not-supported.md §symbol-table hashes + §mro — *ISA glob manipulation / ISA magic internals
mro/isa_c3_utf8.t	34	0	19	15	XDIFF	not-supported.md §symbol-table hashes + §mro — *ISA glob manipulation / ISA magic internals (utf8)
mro/isa_dfs.t	34	0	21	13	XDIFF	not-supported.md §mro — DFS ordering spec tests (C3-only by design)
mro/isa_dfs_utf8.t	34	0	19	15	XDIFF	not-supported.md §mro — DFS ordering spec tests (C3-only by design, utf8)
mro/isarev.t	24	0	7	17	XDIFF	not-supported.md §mro — get_isarev needs live stash enumeration (returns [] provisionally)
mro/isarev_utf8.t	24	0	7	17	XDIFF	not-supported.md §mro — get_isarev needs live stash enumeration (returns [] provisionally, utf8)
mro/method_caching.t	36	0	21	15	XDIFF	not-supported.md §mro — perl method-cache semantics (CLOS has no cache to invalidate)
mro/method_caching_utf8.t	28	0	10	0	XDIFF	undef-fn:ǎᔆɗF::pl-앗dƑ | not-supported.md §mro — perl method-cache semantics (utf8)
mro/next_NEXT.t	4	0	1	0	XDIFF	crash:simple-error: Can't locate object method "next::method" via package "Fuz" at - line N. | not-supported.md §mro — next::method family (Tier 3, deferred: docs/mro-plan.md)
mro/next_NEXT_utf8.t	4	0	1	0	XDIFF	crash:simple-error: Can't locate object method "fಓ" via package "Fᶽ" (perhaps you forgot to load "Fᶽ"?)  | not-supported.md §mro — next::method family (Tier 3, deferred, utf8)
mro/next_edgecases.t	12	0	9	3	XDIFF	not-supported.md §mro — next::method family (Tier 3, deferred: docs/mro-plan.md)
mro/next_edgecases_utf8.t	12	0	9	3	XDIFF	not-supported.md §mro — next::method family (Tier 3, deferred, utf8)
mro/next_goto.t	4	0	0	0	XDIFF	undef-fn:next::pl-method | not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/next_goto_utf8.t	4	0	0	0	XDIFF	crash:simple-error: Can't locate object method "ᕗ" via package "ᵗ톺" (perhaps you forgot to load "ᵗ톺" | not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/next_inanon.t	2	0	0	0	XDIFF	crash:simple-error: Can't locate object method "method" via package "next" (perhaps you forgot to load "next"? | not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/next_inanon_utf8.t	2	0	0	0	XDIFF	crash:simple-error: Can't locate object method "method" via package "next" (perhaps you forgot to load "next"? | not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/next_ineval.t	1	0	0	1	XDIFF	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/next_ineval_utf8.t	1	0	0	0	XDIFF	crash:simple-error: Can't locate object method "ຟǫ" via package "ｂ" (perhaps you forgot to load "ｂ"?) a | not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/next_method.t	5	0	0	1	XDIFF	crash:simple-error: Can't locate object method "hello" via package "Diamond_D" at - line N. | not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/next_method_utf8.t	5	0	0	1	XDIFF	crash:simple-error: Can't locate object method "헬ฬ" via package "Diӑmond_D" at - line N. | not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/next_skip.t	10	0	0	1	XDIFF	crash:simple-error: Can't locate object method "method" via package "next" (perhaps you forgot to load "next"? | not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/next_skip_utf8.t	10	0	0	1	XDIFF	crash:simple-error: Can't locate object method "ᕘ" via package "Ｄiᚪၚd_D" at - line N. | not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/overload_c3.t	7	0	7	0	OK	
mro/overload_c3_utf8.t	7	0	0	0	XDIFF	crash:simple-error: Can't locate object method "ネᚹ" via package "읺ҎꀀḮṆᵷꜰ롬ᵕveŔŁoad엗텟 | not-supported.md §Unicode — utf8 package-name variant (non-utf8 twin passes)
mro/overload_dfs.t	7	0	7	0	OK	
mro/package_aliases.t	54	0	97	40	XDIFF	crash:simple-error: Can't locate object method "womp" via package "Childclass" at - line N. | not-supported.md §symbol-table hashes — glob package aliasing + isarev
mro/package_aliases_utf8.t	52	0	48	26	XDIFF	timeout | rows NOT checked (*rows-unstable*) | not-supported.md §symbol-table hashes — glob package aliasing + isarev (utf8).  ROWS NOT CHECKED (*rows-unstable*, s336): measured over three runs this file's divergence is nondeterministic in TWO ways — the number of PCL-only TAP rows after the crash varied 54 / 34 / 34, and one run came back TIMEOUT instead of DIFF.  The test tortures the stash with growing "인ንʵ::"-style names, so hash order decides where PCL gives up; the row set is not a baseline.  The other 107 registered files ARE row-checked.
mro/pkg_gen.t	7	0	0	0	XDIFF	undef-fn:mro::pl-get_pkg_gen | not-supported.md §mro — mro::get_pkg_gen method-cache generation counters
mro/pkg_gen_utf8.t	7	0	0	0	XDIFF	undef-fn:mro::pl-get_pkg_gen | not-supported.md §mro — mro::get_pkg_gen method-cache generation counters (utf8)
mro/recursion_c3.t	8	0	8	0	OK	
mro/recursion_c3_utf8.t	8	0	1	7	XDIFF	not-supported.md §Unicode — utf8 package-name variant of recursion test (non-utf8 twin passes)
mro/recursion_dfs.t	8	0	8	0	OK	
mro/recursion_dfs_utf8.t	8	0	1	7	XDIFF	not-supported.md §Unicode — utf8 package-name variant of recursion test (non-utf8 twin passes)
mro/vulcan_c3.t	1	0	0	1	XDIFF	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/vulcan_c3_utf8.t	1	0	0	1	XDIFF	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/vulcan_dfs.t	1	0	0	1	XDIFF	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
mro/vulcan_dfs_utf8.t	1	0	0	1	XDIFF	not-supported.md §mro — C3-only, no mro:: API / next::method (provider planned: docs/mro-plan.md)
op/64bitint.t	425	0	425	0	OK	
op/aassign.t	188	1	169	20	DIFF	
op/alarm.t	5	0	5	0	OK	
op/anonconst.t	7	0	0	1	DIFF	crash:simple-error: Undefined subroutine &main:: called at (eval N) line N.
op/anonsub.t	14	1	1	5	DIFF	
op/append.t	13	0	13	0	OK	
op/args.t	23	0	22	1	XDIFF	not-supported.md §DESTROY called by garbage collector — t23 is the ONLY failing row (22/1 vs perl 23/0): after `delete $_[0]` in a sub, the blessed arg's DESTROY must fire when the enclosing block drops the last reference. Probe s319: PCL agrees on t21/t22 (flag stays 0 inside f and after f) and only misses the scope-exit DESTROY — refcount-deterministic destruction, which PCL does not have.
op/arith2.t	9	0	9	0	OK	
op/array.t	195	0	169	26	DIFF	
op/assignwarn.t	116	0	116	0	OK	
op/attrhand.t	4	0	0	0	DIFF	crash:simple-error: Failed to transpile /home/bernt/perlN/perlbrew/perls/perl-N.N.N/lib/N.N.N/Attribute/Handle
op/attrproto.t	48	0	17	28	DIFF	
op/attrs.t	157	2	0	0	TRANSPILE	TRANSPILE-FAIL
op/auto.t	47	0	47	0	OK	
op/avhv.t	40	0	38	2	DIFF	
op/bless.t	116	2	111	5	DIFF	
op/blocks.t	25	1	16	10	DIFF	
op/bool.t	8	0	8	0	OK	
op/bop.t	510	0	249	246	DIFF	crash:simple-error: Invalid type 'P' in pack
op/caller.t	111	1	28	84	DIFF	
op/catch.t	12	0	10	2	DIFF	
op/chars.t	34	0	34	0	OK	
op/chdir.t	44	0	42	2	FIXTURE	Task #172 (s319): the shadow t/ SYMLINKS op/, and getcwd(3) returns the PHYSICAL path, so the test's `"$Cwd/op"` can never equal the post-chdir cwd. perl runs in the real tree, PCL in the shadow. Probed identical in both: bare chdir() honouring HOME *and* LOGDIR, delete $ENV{}, cwd() tracking a chdir, rel2abs(curdir), and chdir-into-a-symlink resolving to the physical path. Nothing in PCL is wrong; the two sides run in different trees.
op/chop.t	148	0	96	4	DIFF	
op/chr.t	45	0	38	7	XDIFF	not-supported.md §Unicode semantics differences — ALL 7 failing rows (38/7 vs perl 45/0) are two blessed subsections. t10-13 are the `### use bytes` block (t/op/chr.t lines 28-31: under the pragma `chr(-1)` must be the single byte "\xFF"; PCL has no byte view, so it keeps "\x{FFFD}"). t40-42 are `### Code points above U+10FFFF` (lines 80-82: chr(0x110000)/0x1FFFFF/0x200000 in perl's extended UTF-8) — measured s319/s320: SBCL's char-code-limit is 1114112, so a CL string physically cannot hold them and (code-char #x110000) yields no character. Blessed in fable-answers-s318.md §11; task #173.
op/closure.t	281	1	254	0	DIFF	unbound:$bar
op/cmpchain.t	1750	0	1476	274	XDIFF	not-supported.md §Error compatibility for invalid Perl input (CLAUDE.md §9, verbatim example) — ALL 274 failing rows (1476/274 vs perl 1750/0) are the SAME assertion: `is eval("sub { \$a <=> \$b <=> \$c }"), undef, "… non-associative"`, i.e. invalid Perl must FAIL TO COMPILE. PCL is a transpiler for working Perl, not a validator, so it compiles the chain and returns a coderef (probe s319). Counted every row: 274 of 274 say "non-associative", none assert a value. The legitimately CHAINABLE comparisons (`$a == $b == $c`) work correctly in PCL — verified — so this is exclusively the rejection category, task #149 :principle9.
op/concat2.t	4	0	4	0	OK	
op/cond.t	5	0	4	0	XDIFF	timeout | not-supported.md §pathological-nesting — 20k-deep ternary eval: quadratic PExpr transpile + SBCL control-stack; DEFERRED post-R1 (user s309)
op/const-optree.t	148	0	0	0	TRANSPILE	TRANSPILE-FAIL
op/context.t	8	0	7	1	DIFF	
op/coreamp.t	778	0	0	0	DIFF	undef-fn:|File::Spec|::pl-Functions
op/coresubs.t	1109	0	0	0	TRANSPILE	TRANSPILE-FAIL
op/cproto.t	254	0	71	183	DIFF	
op/crypt.t	6	0	5	1	XDIFF	not-supported.md §Unicode semantics differences — t6 is the ONLY failing row (5/1 vs perl 6/0): `crypt` writing to a utf8 target must turn the target's UTF-8 flag OFF. Probe s319: PCL's crypt VALUE is correct (t5 passes); only `utf8::is_utf8($x)` differs, because PCL has no per-scalar UTF-8 flag (CL strings are always Unicode).
op/current_sub.t	22	0	0	0	XDIFF	crash:sb-int:simple-program-error: invalid number of arguments: N | not-supported.md §__SUB__ — current-sub reference DEFERRED (needs dynamic *current-sub* threaded through the calling convention; roadmap)
op/dbm.t	5	0	0	0	DIFF	
op/decl-refs.t	402	0	42	165	DIFF	crash:simple-error: ParserN TODO: state outside a block-level declaration at (eval N) line N.
op/defer.t	28	0	0	0	DIFF	undef-fn:main::pl-defer
op/defined.t	5	0	5	0	OK	
op/defins.t	27	0	27	0	OK	
op/delete.t	56	0	53	3	DIFF	
op/die.t	25	1	5	15	DIFF	
